data_row_id,match_id,icpsr,bioname,chamber,congress,url,id,docket_id,position,coalition,coalition_type,success,date,first_name,last_name,state,agency,POLICY_EVENT,TYPE,FROM,chair_of,oversight_committee,oversight_committee_chair,EVENT_COMMITTEE,EVENT_NAME,EVENT_DATE,event_url,nominate.dim1,nominate.dim2,party_name,name,party,prepost,Type
000092,000012,15039,"McCAIN, John Sidney, III",Senate,114,https://www.regulations.gov/comment/APHIS-2014-0092-0104,APHIS-2014-0092-0104,APHIS-2014-0092,NA,NA,NA,NA,2016-06-28,John,McCAIN,arizona,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.381,-0.626,Republican Party,Sen. John Mccain (R-AZ),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000093,000013,40702,"TESTER, Jon",Senate,114,https://www.regulations.gov/comment/APHIS-2014-0095-0037,APHIS-2014-0095-0037,APHIS-2014-0095,NA,NA,NA,NA,2016-03-15,Jon,TESTER,montana,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.217,0.137,Democratic Party,Sen. Jon Tester (D-MT),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000094,000014,20100,"FLAKE, Jeff",Senate,114,https://www.regulations.gov/comment/APHIS-2014-0099-0023,APHIS-2014-0099-0023,APHIS-2014-0099,NA,NA,NA,NA,2015-05-05,Jeff,FLAKE,arizona,APHIS,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.855,-0.518,Republican Party,Sen. Jeff Flake (R-AZ),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000117,000018,20305,"GRIJALVA, Raúl M.",House,114,https://www.regulations.gov/comment/BLM-2016-0001-0079,BLM-2016-0001-0079,BLM-2016-0001,5,NA,NA,-2,2016-03-17,Raul,GRIJALVA,arizona,BLM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.599,-0.256,Democratic Party,Rep. Raul Grijalva (D-AZ),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000118,000019,20337,"PEARCE, Stevan",House,114,https://www.regulations.gov/comment/BLM-2016-0001-0083,BLM-2016-0001-0083,BLM-2016-0001,3,NA,NA,2,2016-03-18,Stevan,PEARCE,new mexico,BLM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.472,0.064,Republican Party,Rep. Stevan Pearce (R-NM),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000123,000024,40707,"BARRASSO, John A.",Senate,114,https://www.regulations.gov/comment/BLM-2016-0001-9105,BLM-2016-0001-9105,BLM-2016-0001,5,NA,NA,1,2016-04-26,John,BARRASSO,wyoming,BLM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.245,Republican Party,Sen. John Barrasso (R-WY),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000128,000029,40300,"MURKOWSKI, Lisa",Senate,114,https://www.regulations.gov/comment/BLM-2016-0002-0361,BLM-2016-0002-0361,BLM-2016-0002,1,NA,NA,2,2016-06-07,Lisa,MURKOWSKI,alaska,BLM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,-0.291,Republican Party,Sen. Lisa Murkowski (R-AK),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000148,000030,21359,"RICE, Tom",House,114,https://www.regulations.gov/comment/BOEM-2014-0096-14510,BOEM-2014-0096-14510,BOEM-2014-0096,NA,NA,NA,NA,2015-04-01,Tom,RICE,south carolina,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604,-0.28,Republican Party,Rep. Tom Rice (R-SC),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000149,000031,20706,"COURTNEY, Joe",House,114,https://www.regulations.gov/comment/BOEM-2014-0096-14510,BOEM-2014-0096-14510,BOEM-2014-0096,NA,NA,NA,NA,2015-04-01,Joe,COURTNEY,connecticut,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.344,0.017,Democratic Party,Rep. Joe Courtney (D-CT),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000150,000032,40300,"MURKOWSKI, Lisa",Senate,114,https://www.regulations.gov/comment/BOEM-2014-0096-14516,BOEM-2014-0096-14516,BOEM-2014-0096,NA,NA,NA,NA,2015-04-01,Lisa,MURKOWSKI,alaska,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,-0.291,Republican Party,Sen. Lisa Murkowski (R-AK),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000151,000033,40300,"MURKOWSKI, Lisa",Senate,114,https://www.regulations.gov/comment/BOEM-2014-0096-14564,BOEM-2014-0096-14564,BOEM-2014-0096,NA,NA,NA,NA,2015-04-24,Lisa,MURKOWSKI,alaska,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,-0.291,Republican Party,Sen. Lisa Murkowski (R-AK),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000152,000034,14435,"MARKEY, Edward John",Senate,114,https://www.regulations.gov/comment/BOEM-2014-0096-14589,BOEM-2014-0096-14589,BOEM-2014-0096,NA,NA,NA,NA,2015-05-13,Edward,MARKEY,massachusetts,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.511,-0.452,Democratic Party,Sen. Edward Markey (D-MA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000153,000035,15438,"PRICE, David Eugene",House,114,https://www.regulations.gov/comment/BOEM-2014-0096-14590,BOEM-2014-0096-14590,BOEM-2014-0096,NA,NA,NA,NA,2015-05-13,David,PRICE,north carolina,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.343,-0.03,Democratic Party,Rep. David Price (D-NC),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000154,000036,20708,"CASTOR, Kathy",House,114,https://www.regulations.gov/comment/BOEM-2014-0096-14657,BOEM-2014-0096-14657,BOEM-2014-0096,NA,NA,NA,NA,2015-05-19,Kathy,CASTOR,florida,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.438,0.044,Democratic Party,Rep. Kathy Castor (D-FL),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000155,000037,21137,"RICHMOND, Cedric",House,114,https://www.regulations.gov/comment/BOEM-2014-0096-14658,BOEM-2014-0096-14658,BOEM-2014-0096,NA,NA,NA,NA,2015-05-19,Cedric,RICHMOND,louisiana,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.486,0.332,Democratic Party,Rep. Cedric Richmond (D-LA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000156,000038,21305,"COOK, Paul",House,114,https://www.regulations.gov/comment/BOEM-2014-0096-15998,BOEM-2014-0096-15998,BOEM-2014-0096,NA,NA,NA,NA,2015-11-30,Paul,COOK,california,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.372,0.207,Republican Party,Rep. Paul Cook (R-CA),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000157,000039,20708,"CASTOR, Kathy",House,114,https://www.regulations.gov/comment/BOEM-2014-0096-1905,BOEM-2014-0096-1905,BOEM-2014-0096,NA,NA,NA,NA,2015-03-12,Kathy,CASTOR,florida,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.438,0.044,Democratic Party,Rep. Kathy Castor (D-FL),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000158,000040,29539,"LoBIONDO, Frank A.",House,114,https://www.regulations.gov/comment/BOEM-2014-0096-4156,BOEM-2014-0096-4156,BOEM-2014-0096,NA,NA,NA,NA,2015-03-18,Frank,LoBIONDO,new jersey,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,-0.224,Republican Party,Rep. Frank Lobiondo (R-NJ),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000159,000041,40300,"MURKOWSKI, Lisa",Senate,114,https://www.regulations.gov/comment/BOEM-2015-0039-0131,BOEM-2015-0039-0131,BOEM-2015-0039,NA,NA,NA,NA,2015-04-30,Lisa,MURKOWSKI,alaska,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,-0.291,Republican Party,Sen. Lisa Murkowski (R-AK),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000160,000042,40300,"MURKOWSKI, Lisa",Senate,114,https://www.regulations.gov/comment/BOEM-2015-0039-0134,BOEM-2015-0039-0134,BOEM-2015-0039,NA,NA,NA,NA,2015-05-04,Lisa,MURKOWSKI,alaska,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,-0.291,Republican Party,Sen. Lisa Murkowski (R-AK),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000164,000043,40300,"MURKOWSKI, Lisa",Senate,114,https://www.regulations.gov/comment/BOEM-2015-0096-0131,BOEM-2015-0096-0131,BOEM-2015-0096,NA,NA,NA,NA,2015-11-18,Lisa,MURKOWSKI,alaska,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,-0.291,Republican Party,Sen. Lisa Murkowski (R-AK),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000165,000044,21303,"HUFFMAN, Jared",House,114,https://www.regulations.gov/comment/BOEM-2016-0002-0244,BOEM-2016-0002-0244,BOEM-2016-0002,NA,NA,NA,NA,2016-05-03,Jared,HUFFMAN,california,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.427,-0.544,Democratic Party,Rep. Jared Huffman (D-CA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000166,000045,21554,"BEYER, Donald Sternoff Jr.",House,114,https://www.regulations.gov/comment/BOEM-2016-0003-0185,BOEM-2016-0003-0185,BOEM-2016-0003,NA,NA,NA,NA,2016-05-06,Donald,BEYER,virginia,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.385,-0.04,Democratic Party,Rep. Donald Beyer (D-VA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000167,000046,21303,"HUFFMAN, Jared",House,114,https://www.regulations.gov/comment/BOEM-2016-0003-2291,BOEM-2016-0003-2291,BOEM-2016-0003,NA,NA,NA,NA,2016-06-17,Jared,HUFFMAN,california,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.427,-0.544,Democratic Party,Rep. Jared Huffman (D-CA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000168,000047,40300,"MURKOWSKI, Lisa",Senate,114,https://www.regulations.gov/comment/BOEM-2016-0003-2550,BOEM-2016-0003-2550,BOEM-2016-0003,NA,NA,NA,NA,2016-07-06,Lisa,MURKOWSKI,alaska,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,-0.291,Republican Party,Sen. Lisa Murkowski (R-AK),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000169,000048,40908,"MERKLEY, Jeff",Senate,114,https://www.regulations.gov/comment/BOEM-2016-0003-2551,BOEM-2016-0003-2551,BOEM-2016-0003,NA,NA,NA,NA,2016-07-06,Jeff,MERKLEY,oregon,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.444,-0.744,Democratic Party,Sen. Jeff Merkley (D-OR),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000170,000049,21346,"HUDSON, Richard",House,114,https://www.regulations.gov/comment/BOEM-2016-0003-2552,BOEM-2016-0003-2552,BOEM-2016-0003,NA,NA,NA,NA,2016-07-06,Richard,HUDSON,north carolina,BOEM,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582,0.108,Republican Party,Rep. Richard Hudson (R-NC),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000266,000050,39304,"GREEN, Raymond Eugene (Gene)",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0050,BSEE-2015-0002-0050,BSEE-2015-0002,5,NA,NA,2,2015-05-15,Raymond,GREEN,texas,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.324,0.453,Democratic Party,Rep. Raymond Green (D-TX),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000267,000051,29763,"HINOJOSA, Rubén",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0050,BSEE-2015-0002-0050,BSEE-2015-0002,5,NA,NA,2,2015-05-15,Ruben,HINOJOSA,texas,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,0.235,Democratic Party,Rep. Ruben Hinojosa (D-TX),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000268,000052,21563,"WESTERMAN, Bruce Eugene",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0050,BSEE-2015-0002-0050,BSEE-2015-0002,5,NA,NA,2,2015-05-15,Bruce,WESTERMAN,arkansas,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.345,Republican Party,Rep. Bruce Westerman (R-AR),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000269,000053,21551,"BABIN, Brian",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0050,BSEE-2015-0002-0050,BSEE-2015-0002,5,NA,NA,2,2015-05-15,Brian,BABIN,texas,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.699,0.126,Republican Party,Rep. Brian Babin (R-TX),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000270,000054,21366,"VELA, Filemon",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0050,BSEE-2015-0002-0050,BSEE-2015-0002,5,NA,NA,2,2015-05-15,Filemon,VELA,texas,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.313,0.413,Democratic Party,Rep. Filemon Vela (D-TX),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000271,000055,21137,"RICHMOND, Cedric",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0050,BSEE-2015-0002-0050,BSEE-2015-0002,5,NA,NA,2,2015-05-15,Cedric,RICHMOND,louisiana,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.486,0.332,Democratic Party,Rep. Cedric Richmond (D-LA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000272,000056,20948,"OLSON, Pete",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0050,BSEE-2015-0002-0050,BSEE-2015-0002,5,NA,NA,2,2015-05-15,Pete,OLSON,texas,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548,0.31,Republican Party,Rep. Pete Olson (R-TX),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000273,000057,20918,"FLEMING, John",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0050,BSEE-2015-0002-0050,BSEE-2015-0002,5,NA,NA,2,2015-05-15,John,FLEMING,louisiana,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,0.022,Republican Party,Rep. John Fleming (R-LA),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000274,000058,20759,"SCALISE, Steve",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0050,BSEE-2015-0002-0050,BSEE-2015-0002,5,NA,NA,2,2015-05-15,Steve,SCALISE,louisiana,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.564,0.153,Republican Party,Rep. Steve Scalise (R-LA),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000275,000059,20514,"BOUSTANY, Charles W.",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0050,BSEE-2015-0002-0050,BSEE-2015-0002,5,NA,NA,2,2015-05-15,Charles,BOUSTANY,louisiana,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.308,Republican Party,Rep. Charles Boustany (R-LA),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000276,000060,20501,"COSTA, Jim",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0050,BSEE-2015-0002-0050,BSEE-2015-0002,5,NA,NA,2,2015-05-15,Jim,COSTA,california,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.191,0.464,Democratic Party,Rep. Jim Costa (D-CA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000277,000061,20704,"LAMBORN, Doug",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0051,BSEE-2015-0002-0051,BSEE-2015-0002,5,NA,NA,-2,2015-05-18,Doug,LAMBORN,colorado,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.678,0.2,Republican Party,Rep. Doug Lamborn (R-CO),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000278,000062,20305,"GRIJALVA, Raúl M.",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0054,BSEE-2015-0002-0054,BSEE-2015-0002,5,NA,NA,-2,2015-05-21,Raul,GRIJALVA,arizona,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.599,-0.256,Democratic Party,Rep. Raul Grijalva (D-AZ),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000279,000063,21523,"GRAVES, Garret",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0125,BSEE-2015-0002-0125,BSEE-2015-0002,3,NA,NA,-2,2015-07-16,Garret,GRAVES,louisiana,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464,-0.076,Republican Party,Rep. Garret Graves (R-LA),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000280,000064,20948,"OLSON, Pete",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0144,BSEE-2015-0002-0144,BSEE-2015-0002,3,NA,NA,2,2015-07-17,Pete,OLSON,texas,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548,0.31,Republican Party,Rep. Pete Olson (R-TX),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000281,000065,20101,"BOOZMAN, John",Senate,114,https://www.regulations.gov/comment/BSEE-2015-0002-0183,BSEE-2015-0002-0183,BSEE-2015-0002,5,NA,NA,-2,2015-11-09,John,BOOZMAN,arkansas,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.399,0.245,Republican Party,Sen. John Boozman (R-AR),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000282,000066,21523,"GRAVES, Garret",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0184,BSEE-2015-0002-0184,BSEE-2015-0002,5,NA,NA,-2,2015-11-10,Garret,GRAVES,louisiana,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464,-0.076,Republican Party,Rep. Garret Graves (R-LA),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000283,000067,21313,"LOWENTHAL, Alan",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0185,BSEE-2015-0002-0185,BSEE-2015-0002,4,NA,NA,2,2015-11-10,Alan,LOWENTHAL,california,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,-0.374,Democratic Party,Rep. Alan Lowenthal (D-CA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000284,000068,20305,"GRIJALVA, Raúl M.",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0185,BSEE-2015-0002-0185,BSEE-2015-0002,4,NA,NA,NA,2015-11-10,Raul,GRIJALVA,arizona,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.599,-0.256,Democratic Party,Rep. Raul Grijalva (D-AZ),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000286,000070,20918,"FLEMING, John",House,114,https://www.regulations.gov/comment/BSEE-2015-0002-0201,BSEE-2015-0002-0201,BSEE-2015-0002,NA,NA,NA,NA,2016-03-03,John,FLEMING,louisiana,BSEE,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,0.022,Republican Party,Rep. John Fleming (R-LA),Republican,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000310,000071,21313,"LOWENTHAL, Alan",House,114,https://www.regulations.gov/comment/CDC-2015-0112-4096,CDC-2015-0112-4096,CDC-2015-0112,NA,NA,NA,NA,2016-01-14,Alan,LOWENTHAL,california,CDC,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,-0.374,Democratic Party,Rep. Alan Lowenthal (D-CA),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000366,000072,20537,"MOORE, Gwendolynne S. (Gwen)",House,114,https://www.regulations.gov/comment/CFPB-2014-0024-0033,CFPB-2014-0024-0033,CFPB-2014-0024,3,NA,NA,-2,2015-01-07,Gwendolynne,MOORE,wisconsin,CFPB,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.528,-0.249,Democratic Party,Rep. Gwendolynne Moore (D-WI),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
000367,000073,40915,"MANCHIN, Joe, III",Senate,114,https://www.regulations.gov/comment/CFPB-2014-0024-0034,CFPB-2014-0024-0034,CFPB-2014-0024,3,NA,NA,-2,2015-02-12,Joe,MANCHIN,west virginia,CFPB,Rule,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.056,0.446,Democratic Party,Sen. Joe Manchin (D-WV),Democratic,"Post-legislation Oversight
(comments on agency rulemaking and appropriations instructions)",To be coded
